Id,SalePrice
1461,117432.4423862657
1462,153942.17766538844
1463,178563.04419356326
1464,191995.3167185715
1465,196044.48134730553
1466,168927.47852921675
1467,176769.34128457616
1468,160715.8721860791
1469,189753.62475123882
1470,117281.78836484012
1471,192079.11124910304
1472,98516.18616900318
1473,96518.52783274773
1474,147848.78966694558
1475,115382.08751924682
1476,343236.0831693901
1477,250747.93203399985
1478,286250.4159829733
1479,282555.32600579667
1480,426769.65954814997
1481,312204.0337883087
1482,210518.1271588545
1483,176178.52104092913
1484,163742.33312046877
1485,192383.0188812505
1486,192461.28971805092
1487,319641.51055057277
1488,237324.97296884152
1489,191606.401825548
1490,214188.03899696667
1491,191999.28871834546
1492,92820.10701618114
1493,183983.76044550704
1494,296925.18127349555
1495,290066.439499715
1496,220930.12645548017
1497,178002.44948093858
1498,162085.25586364116
1499,159692.77230098628
1500,148929.5631657395
1501,171918.60277091013
1502,143265.8053444513
1503,277356.777241965
1504,239264.64831920445
1505,221410.3174341954
1506,187752.97440178873
1507,238403.43227445902
1508,198749.27151757767
1509,162704.33123193917
1510,142782.3828623965
1511,147109.5438632339
1512,170324.5745562419
1513,148711.6493632912
1514,159648.69661463026
1515,200668.2782044329
1516,160278.79210850617
1517,164106.85300932467
1518,132158.15641092614
1519,210529.8837467938
1520,126621.63058337047
1521,128822.13680372603
1522,177893.053316188
1523,107571.97631812461
1524,124454.32088382356
1525,118590.96471797916
1526,117159.26414017472
1527,104868.57334701318
1528,138555.77986446526
1529,144193.75389654416
1530,178428.39630274742
1531,105044.39815388982
1532,99912.98982038832
1533,144840.54673513502
1534,126693.80240055123
1535,149287.14147330727
1536,107943.03833801135
1537,65295.869423264376
1538,155104.32433540508
1539,198154.46591727206
1540,91644.72788932816
1541,142518.34556753197
1542,138635.0639397487
1543,189548.08013420628
1544,84153.30145266851
1545,115537.29446472542
1546,133675.6412603631
1547,127389.86276568663
1548,134704.52744304686
1549,117313.23052977216
1550,134911.7173060379
1551,112984.30177573963
1552,128016.27063913504
1553,145189.17342401095
1554,116614.26872966955
1555,157924.2982588149
1556,87870.09490119897
1557,108006.14955997534
1558,97198.85716662534
1559,71355.50873729632
1560,133753.26278021527
1561,129462.12652902331
1562,126828.16439823905
1563,117459.64465268319
1564,155575.64003147878
1565,146059.130143152
1566,233098.1423772089
1567,76707.84437111359
1568,224936.8463904232
1569,123627.63601371631
1570,137922.90086226215
1571,122697.23299155843
1572,139745.42106703584
1573,233522.1057759377
1574,118913.2832587537
1575,217470.24982632932
1576,238003.5992990091
1577,182295.33337486468
1578,145210.1596821838
1579,144950.77338022518
1580,196930.75077707053
1581,150944.812255776
1582,125020.85567011018
1583,302155.9424528377
1584,212285.42085490038
1585,139106.17492404123
1586,70572.37863546694
1587,104864.80507342632
1588,140365.92100288713
1589,100175.67120644562
1590,134759.31284482265
1591,92110.66473774055
1592,116669.80063208708
1593,129382.94389875431
1594,122205.12974523145
1595,107070.82640448687
1596,210997.719474315
1597,176004.1536120737
1598,223009.67971303168
1599,176967.43072940985
1600,174077.78642033148
1601,66791.18131630817
1602,113303.50183500379
1603,74834.4467565711
1604,245137.3035409745
1605,247952.13605097294
1606,170728.16830111924
1607,177602.35897584687
1608,218668.40268695145
1609,186064.7022433842
1610,150846.0083041936
1611,140633.3353331415
1612,159204.0117817024
1613,158643.79093395566
1614,119659.96661051622
1615,90275.64434211295
1616,76354.31744508316
1617,93885.44477420877
1618,124511.44754682315
1619,139762.51281602337
1620,153688.79151784483
1621,136711.7504822849
1622,136994.9238237492
1623,259252.30285849684
1624,205569.498777152
1625,121536.65588465871
1626,171129.3905972135
1627,185515.81100512473
1628,265511.9691499386
1629,187355.3629607004
1630,320497.34826554614
1631,221257.7767446386
1632,240791.86217657747
1633,176226.92180940005
1634,183651.48861293372
1635,174108.06626760238
1636,152098.94927620675
1637,189688.62255770224
1638,187562.2208390342
1639,189729.73672610454
1640,248606.8841201301
1641,184850.00887259401
1642,225210.8480328135
1643,218690.899718683
1644,230014.19870872723
1645,186884.12859620978
1646,158001.57374081537
1647,166862.03457713564
1648,127209.2498864622
1649,133813.15816854197
1650,114085.32942624684
1651,120509.52144100625
1652,100810.81766045345
1653,102454.64109868107
1654,147140.61439797297
1655,143025.02508215877
1656,141858.37881410346
1657,149717.65690319703
1658,143913.6081886032
1659,123527.88490977552
1660,152727.05825248736
1661,404832.00206183974
1662,389335.6588724146
1663,365525.6940461655
1664,367772.9307058985
1665,295507.95048821485
1666,300905.3424463235
1667,339855.57427022513
1668,324743.658800132
1669,297987.39046927984
1670,347090.3143302391
1671,254105.7767954135
1672,407976.96385924803
1673,285696.7066910568
1674,245386.8956020563
1675,186364.73559032573
1676,185272.31727147524
1677,216173.17084807978
1678,421901.39386599686
1679,344341.60242402274
1680,315001.3448776243
1681,243726.94656970687
1682,292844.9908729435
1683,180295.4172924159
1684,178692.90205990814
1685,171435.93986861754
1686,169471.83684451564
1687,173027.11646302283
1688,188869.05264676307
1689,192951.5521648182
1690,197906.80385738786
1691,184000.3816922684
1692,260441.4314684289
1693,172808.83699422187
1694,182289.8979966879
1695,171121.20865054303
1696,278165.47570890235
1697,176656.4783903428
1698,336046.81410002534
1699,300379.1597169582
1700,238586.1633056294
1701,267205.96483485313
1702,243453.5446373497
1703,247631.8644812746
1704,276880.45982597006
1705,226749.69118014042
1706,370725.25280025566
1707,200676.92176162015
1708,197873.18108112822
1709,270403.7727629301
1710,218063.81469730492
1711,258429.15951942513
1712,254854.0082602611
1713,269094.9407487053
1714,219109.33009708024
1715,203718.69724358208
1716,185074.16268318924
1717,180522.2523974044
1718,138514.60191328032
1719,198433.62068720456
1720,237399.346367696
1721,169106.6126643291
1722,128048.35103597723
1723,153815.31277642946
1724,204967.66631545505
1725,232656.2836325618
1726,179173.6874759085
1727,153878.89357748991
1728,179633.7320722596
1729,165931.1381429404
1730,156754.6600589762
1731,123537.20437803645
1732,124235.42616794632
1733,111798.09578391236
1734,119358.64764088442
1735,124471.76519958647
1736,110772.3934982837
1737,306006.6411463467
1738,234746.93591142516
1739,242307.59441545274
1740,200610.45303533354
1741,183301.61119820707
1742,170395.7965095072
1743,178467.99273503904
1744,300799.7845033954
1745,213350.78059151056
1746,203063.80154836434
1747,211769.7417954191
1748,217533.57572474232
1749,142140.15265800402
1750,130236.39750914117
1751,241696.5712113062
1752,115824.33390732748
1753,147112.08730913358
1754,200270.249083974
1755,164634.00337900314
1756,123796.30073332568
1757,117910.63291442386
1758,143913.6003097311
1759,166300.6457581544
1760,162997.25040058448
1761,144642.98699709715
1762,171453.08954700033
1763,178642.72624154223
1764,113871.67099470031
1765,167354.7739411328
1766,184928.49768433653
1767,220082.67474192253
1768,137206.6009540782
1769,178999.83968265503
1770,150192.64990110946
1771,121896.98482665292
1772,128793.55744992329
1773,123216.54496431754
1774,140024.02044050736
1775,139309.65050465276
1776,128469.56465172378
1777,107252.73280172836
1778,136988.76006399133
1779,114928.41405738636
1780,181394.967732086
1781,124945.93005699321
1782,84838.67260064797
1783,137092.27529906458
1784,100582.89857371156
1785,115305.49002412993
1786,139092.20985751963
1787,163745.49195817352
1788,57469.23140386005
1789,98568.91545769041
1790,75964.2893356318
1791,177752.29571935994
1792,155528.2641986677
1793,135715.48847446902
1794,153385.06222689274
1795,135331.15068107276
1796,126661.0821353267
1797,116037.17042446295
1798,116225.6899925463
1799,107787.00904180172
1800,125263.3576604351
1801,121647.90829557204
1802,147538.68280432164
1803,149305.7288801317
1804,138838.11075013175
1805,137113.65385203235
1806,125586.60283255791
1807,135974.92422858748
1808,127913.50220052195
1809,119176.30906340532
1810,138768.6988474826
1811,92658.39000546433
1812,95335.41665364377
1813,123406.47896977898
1814,92479.65475680535
1815,54359.6715612667
1816,94367.69465515645
1817,101609.98747798131
1818,134757.12334684256
1819,120535.01652210965
1820,55682.66689947361
1821,115201.55986691038
1822,150907.27734484844
1823,47039.66507371178
1824,129602.31586917318
1825,132105.00922298344
1826,100352.11876610506
1827,104946.5621832387
1828,136610.74256104598
1829,127877.13701953959
1830,140163.2183131468
1831,156783.4949414882
1832,78843.99388851978
1833,142515.76838227725
1834,119523.24494568446
1835,126771.34170266073
1836,124678.15352089862
1837,86215.85662194793
1838,125896.73796744159
1839,92942.31586223307
1840,144884.48497847255
1841,132924.6368879511
1842,87812.79622599302
1843,126466.2874463705
1844,139363.68555074063
1845,139752.7607268198
1846,153521.05683707973
1847,160316.75418795506
1848,53210.22468634366
1849,113009.87347821282
1850,118658.85886190516
1851,151473.0114502443
1852,125086.53454373013
1853,122221.0254679304
1854,173081.72797720673
1855,155619.047642328
1856,222271.51772003458
1857,143975.79897189274
1858,135306.1936056449
1859,124753.19316767651
1860,143229.8373332174
1861,123929.98329220123
1862,308775.79822416964
1863,293478.32432784454
1864,293549.207933547
1865,316120.84734109277
1866,311856.63102003146
1867,233538.4976197681
1868,277916.5081528174
1869,198893.88348640938
1870,233761.57409120415
1871,240592.91447206892
1872,169845.9865575785
1873,234444.90553520992
1874,148151.27616166606
1875,203859.94588163134
