Id,SalePrice
1461,118563.95939825605
1462,154177.20678664546
1463,176800.70887601792
1464,194172.1971424865
1465,194866.22475577163
1466,171858.40055672394
1467,183186.70456947127
1468,164590.896277986
1469,198881.06410832572
1470,112850.84722035172
1471,198622.6659389209
1472,105183.36125638147
1473,100260.55312678212
1474,151138.21693155498
1475,117684.03742525872
1476,317906.8279094432
1477,244155.61492039706
1478,291254.8667475934
1479,273974.6883146829
1480,385642.9582027397
1481,305079.34602707706
1482,216317.99338320844
1483,181669.45174412662
1484,167102.66248756458
1485,200449.35368008702
1486,199025.1657053418
1487,295867.74997900124
1488,244030.7041856226
1489,183547.71207975986
1490,204726.42379271597
1491,196915.63977085592
1492,98910.08535088752
1493,199221.58379312852
1494,285627.2006743523
1495,283973.90891551826
1496,209854.89639649284
1497,178656.281048949
1498,159944.60764379593
1499,161122.2530360082
1500,149261.00085167197
1501,163270.14981954047
1502,147993.5683526447
1503,263252.0475247888
1504,238365.95412355856
1505,216197.2478053059
1506,193279.55857082192
1507,230436.44643909135
1508,199581.54474574857
1509,169111.7314856597
1510,141452.81362787716
1511,141136.53301038026
1512,164739.58266896196
1513,159535.46797124558
1514,158550.87083037113
1515,205669.77993818073
1516,165186.21517298173
1517,170653.41744853352
1518,136592.0467628519
1519,214779.22313405367
1520,123657.20260290804
1521,126895.69340777662
1522,177097.53555315404
1523,105219.18159273003
1524,123538.47839783064
1525,116859.8225427352
1526,119559.4257999638
1527,104849.26592854352
1528,152984.14849762633
1529,134417.85178318885
1530,186321.03715478795
1531,111028.2543560002
1532,99317.69326694276
1533,145064.88892987205
1534,131145.02275088846
1535,158160.79011498246
1536,115015.68939661034
1537,69912.33219870305
1538,173611.8299539531
1539,205908.87392828008
1540,107049.59338164488
1541,154248.15135420123
1542,139865.8534980463
1543,186582.7935864922
1544,87496.76065219591
1545,122652.56037583028
1546,134429.7362157592
1547,128393.28464986083
1548,137015.76683198637
1549,116997.20195412016
1550,127597.94618607537
1551,118502.64943406831
1552,118762.69399887019
1553,139719.14538371484
1554,120086.85393186072
1555,156255.8261687337
1556,94334.35758849498
1557,109189.05588176961
1558,104626.24024127694
1559,88220.41975717212
1560,132396.0423743023
1561,127458.3850198694
1562,126837.43196866124
1563,113507.84799668337
1564,158374.19194846807
1565,145221.05339162477
1566,235297.14217226685
1567,82416.26450169807
1568,208670.12768637858
1569,117010.5714488615
1570,146710.24516203252
1571,128373.21173673711
1572,142426.98672925116
1573,238670.61990997707
1574,126092.695737289
1575,211194.42149449646
1576,238221.83818700293
1577,186220.84595119045
1578,144907.52489145313
1579,144837.09525713784
1580,203910.70874547047
1581,151497.67319353955
1582,125181.59714476828
1583,294815.04930270184
1584,214061.57764328425
1585,142639.84644997914
1586,73895.87150905059
1587,109055.91371861658
1588,138958.65963706886
1589,106304.40126804273
1590,145168.4583139075
1591,88516.44173931127
1592,123555.75847817287
1593,125085.01626466254
1594,121190.99990292647
1595,105017.88590100946
1596,198839.35818224525
1597,170045.13956340047
1598,221545.87796610026
1599,184873.39387590575
1600,183053.79880825523
1601,61799.18975128214
1602,117954.42062353941
1603,86978.73637457452
1604,239141.97828907007
1605,263172.7152516639
1606,177228.97749781818
1607,184550.75850664172
1608,226056.91737410598
1609,183818.60232356898
1610,152656.39342186207
1611,149372.81710209558
1612,163115.12315297162
1613,162177.23349022996
1614,117375.04727460851
1615,91578.28202018383
1616,80061.88836127173
1617,96375.82116485527
1618,123348.75282057094
1619,138494.455390816
1620,153937.15153966605
1621,144220.4079665485
1622,136805.54542114853
1623,257726.7253259564
1624,206066.54618628166
1625,120539.82794441587
1626,177116.4325111374
1627,188489.5786303733
1628,281573.56121284707
1629,198922.73449060915
1630,302284.1803773024
1631,223461.17004558642
1632,240642.71011664037
1633,185316.80335772835
1634,187256.11614579533
1635,176380.27616592598
1636,155781.18556425054
1637,182462.29121812398
1638,210687.78803866604
1639,196594.05780778974
1640,264914.13331047044
1641,194644.9942232443
1642,220309.05128472357
1643,222180.52605694594
1644,234031.32193271592
1645,187139.27566665222
1646,162483.6264996294
1647,175314.05107855523
1648,127819.64095928782
1649,133269.3334165023
1650,113899.00417132922
1651,122304.78535132771
1652,107821.20641678893
1653,110225.21598400333
1654,148251.25035014117
1655,144970.89552805087
1656,146089.7550198654
1657,149725.48386766505
1658,147478.06280454178
1659,125047.78939657412
1660,153418.86777561632
1661,379852.33789746364
1662,352248.1353317997
1663,335505.6371158184
1664,434969.9521230607
1665,285959.97385335306
1666,296773.5138206825
1667,334807.2008929685
1668,308958.04618913936
1669,289399.0141701862
1670,320842.6083923633
1671,243865.50372513113
1672,372020.2461826807
1673,276047.67300524155
1674,246476.87804558373
1675,184943.71884224046
1676,181770.84829599358
1677,215322.26210236055
1678,406218.0057874768
1679,318548.03175096394
1680,292607.73637872457
1681,236561.19513660792
1682,284639.5108683756
1683,181713.2538391085
1684,188384.26665778767
1685,171299.39397563465
1686,174860.6829747001
1687,181443.87055938994
1688,194499.21181150287
1689,196114.83560701442
1690,201684.90998978767
1691,191143.27623832636
1692,269154.850429889
1693,185649.9205173074
1694,182910.82543954675
1695,177099.1927488887
1696,272849.4543110649
1697,183005.07021417216
1698,321203.5542552884
1699,289659.0143994211
1700,230134.97211983122
1701,263889.9707389275
1702,252995.30493398997
1703,252868.33254101008
1704,275968.7259263271
1705,230975.71766960953
1706,367335.3835155412
1707,194525.4440646261
1708,195249.23436415757
1709,271454.5176369498
1710,221728.54675929388
1711,262795.9946654284
1712,242928.03880130628
1713,251895.84064917735
1714,218129.97366505707
1715,203310.31725711678
1716,188036.73453254177
1717,184188.60354921597
1718,138996.83223562952
1719,202130.3200487541
1720,248055.85558395163
1721,178779.95054854994
1722,130477.24410002827
1723,160015.64454514702
1724,206602.08129282802
1725,230172.08782420366
1726,181909.28645619308
1727,158913.6307898796
1728,188992.63647688497
1729,171284.00780179817
1730,167728.2091836486
1731,122982.41592225876
1732,121440.23520535111
1733,109438.7433850813
1734,119604.8134488445
1735,130130.52020227155
1736,111183.42181685277
1737,314254.35954554076
1738,238022.2434189086
1739,246372.45884696313
1740,186066.30258102677
1741,176082.25690031465
1742,163470.97663368078
1743,177852.80113033752
1744,285672.39928599354
1745,211394.3235701911
1746,233689.65012888855
1747,225230.76094924862
1748,216398.87859235593
1749,149504.02858568495
1750,145929.14420746677
1751,253591.75922380446
1752,112152.06727443986
1753,147275.04333603592
1754,210050.52927457358
1755,170134.96579617768
1756,116669.54435588443
1757,113328.6685747033
1758,141759.65597914965
1759,171575.27013052208
1760,159892.50287799345
1761,151560.75507730315
1762,166820.08112040113
1763,182119.06220573623
1764,112083.52751521714
1765,180698.21178273897
1766,178352.83954933402
1767,220605.30857285956
1768,132711.49877089515
1769,181559.3823572282
1770,150089.7244149909
1771,122421.46464787604
1772,130130.34451450227
1773,118542.19776018598
1774,142354.4587712902
1775,136467.5667050288
1776,128190.77085666812
1777,103469.62048433904
1778,135611.12623791958
1779,109826.0558982257
1780,191864.27092226275
1781,125261.70068598488
1782,77947.94063447641
1783,136332.21694199223
1784,97806.62599383442
1785,111246.76025767862
1786,133928.47151110324
1787,173614.7433263578
1788,56736.24996777765
1789,103591.76646610147
1790,70365.99526703235
1791,190476.3007173583
1792,160544.77021412618
1793,144186.74628034106
1794,160340.1686069262
1795,135836.60987751884
1796,129652.82293354392
1797,132042.1977997412
1798,111532.76704888063
1799,103757.81836138558
1800,123835.43898892347
1801,123041.26516571669
1802,165250.5391486132
