Id,SalePrice
1461,119028.555
1462,158267.58
1463,184507.02
1464,192967.34
1465,194179.66
1466,172791.03
1467,172818.55
1468,164212.17
1469,188538.94
1470,120588.86
1471,195758.44
1472,96016.36
1473,97921.44
1474,153744.69
1475,126258.39
1476,378735.84
1477,263232.78
1478,285696.22
1479,294708.72
1480,468772.8
1481,319112.97
1482,204797.94
1483,170153.52
1484,167208.73
1485,182399.02
1486,191477.16
1487,353937.12
1488,237748.75
1489,203192.36
1490,211205.48
1491,192030.52
1492,91662.32
1493,184609.45
1494,316499.2
1495,308594.53
1496,234142.5
1497,176532.08
1498,157400.72
1499,156517.86
1500,143343.61
1501,181401.88
1502,139145.38
1503,298909.28
1504,243397.52
1505,225345.1
1506,186953.64
1507,259311.9
1508,204768.06
1509,165978.56
1510,144087.83
1511,147989.08
1512,173136.77
1513,141521.53
1514,171924.94
1515,211331.4
1516,162352.12
1517,160297.61
1518,136475.27
1519,212001.98
1520,132446.86
1521,133585.5
1522,180826.88
1523,110961.14
1524,124690.234
1525,124680.6
1526,121965.55
1527,102784.695
1528,131722.94
1529,152074.7
1530,171589.97
1531,100521.414
1532,102143.95
1533,146057.81
1534,126025.98
1535,152496.89
1536,105851.54
1537,67966.01
1538,148830.94
1539,194850.25
1540,83309.02
1541,140357.14
1542,143241.94
1543,218199.98
1544,75486.75
1545,107250.57
1546,129806.95
1547,130230.15
1548,128756.984
1549,113897.67
1550,142965.44
1551,116135.04
1552,140528.84
1553,155917.17
1554,117261.766
1555,163175.6
1556,82414.086
1557,108787.125
1558,87184.266
1559,58814.27
1560,140416.58
1561,145653.73
1562,130104.77
1563,123276.21
1564,156770.77
1565,150543.67
1566,232930.23
1567,74011.16
1568,233054.89
1569,136979.36
1570,132900.47
1571,126053.02
1572,143225.67
1573,250364.81
1574,115026.27
1575,224754.03
1576,229604.77
1577,186630.14
1578,147352.11
1579,144172.23
1580,197723.45
1581,148071.53
1582,129014.74
1583,336640.62
1584,217525.56
1585,142429.8
1586,75448.1
1587,99783.766
1588,141804.17
1589,96939.305
1590,134393.61
1591,98496.98
1592,114242.85
1593,133545.52
1594,130787.625
1595,110565.65
1596,239288.27
1597,178813.42
1598,218585.52
1599,182443.55
1600,176786.98
1601,73918.96
1602,112570.71
1603,64981.85
1604,257290.97
1605,245651.11
1606,168951.28
1607,175315.38
1608,212292.12
1609,194464.48
1610,149621.78
1611,138490.19
1612,157309.19
1613,153860.72
1614,120853.086
1615,88141.086
1616,72243.39
1617,93338.02
1618,127569.92
1619,145207.4
1620,158822.48
1621,135541.23
1622,137458.19
1623,273675.47
1624,211564.92
1625,129464.62
1626,165097.17
1627,183737.75
1628,262360.34
1629,186043.72
1630,350751.0
1631,218435.05
1632,240076.19
1633,168637.55
1634,185326.53
1635,179831.48
1636,155485.66
1637,193323.03
1638,185351.27
1639,184215.69
1640,246403.34
1641,182169.19
1642,215887.72
1643,228368.1
1644,227563.25
1645,190304.94
1646,158194.55
1647,168289.72
1648,129808.93
1649,131433.94
1650,117562.98
1651,124580.41
1652,98387.98
1653,98209.484
1654,156615.52
1655,157467.69
1656,145971.89
1657,157550.3
1658,143714.4
1659,132419.45
1660,152731.66
1661,448464.47
1662,453538.44
1663,412092.53
1664,263748.9
1665,306453.6
1666,312251.8
1667,349284.25
1668,332874.16
1669,303260.47
1670,382713.06
1671,258501.05
1672,464622.03
1673,299127.44
1674,251731.66
1675,180015.94
1676,181968.64
1677,211863.14
1678,436268.03
1679,362575.94
1680,340363.38
1681,253507.69
1682,303140.47
1683,175852.06
1684,176957.86
1685,177363.0
1686,169878.2
1687,167981.69
1688,190984.38
1689,196949.6
1690,200674.98
1691,178210.42
1692,269905.72
1693,164094.75
1694,187358.1
1695,171326.7
1696,305111.56
1697,175723.31
1698,372155.34
1699,317229.28
1700,239894.23
1701,275943.78
1702,250107.31
1703,257162.44
1704,289798.44
1705,225492.36
1706,415469.22
1707,212565.0
1708,201247.84
1709,288860.56
1710,219072.6
1711,252069.66
1712,280453.44
1713,281551.66
1714,221810.81
1715,202141.89
1716,189291.31
1717,182569.9
1718,142258.06
1719,197145.4
1720,246617.75
1721,173503.89
1722,133638.0
1723,152125.9
1724,209495.92
1725,238884.45
1726,176228.3
1727,148724.38
1728,180037.23
1729,161592.14
1730,161100.52
1731,127168.71
1732,132059.53
1733,118546.19
1734,118159.72
1735,126773.95
1736,117647.32
1737,324365.88
1738,216669.03
1739,262552.6
1740,212354.69
1741,189882.36
1742,177990.12
1743,180997.0
1744,302489.84
1745,216711.19
1746,186321.42
1747,208723.16
1748,231500.28
1749,145643.45
1750,128680.38
1751,234715.72
1752,122317.09
1753,147735.12
1754,210227.42
1755,162798.03
1756,132165.86
1757,123292.44
1758,144375.6
1759,166459.03
1760,165754.27
1761,140699.95
1762,176338.4
1763,174822.52
1764,117104.414
1765,160046.94
1766,182394.48
1767,222860.81
1768,142156.89
1769,186395.34
1770,144856.78
1771,128441.06
1772,131106.08
1773,133837.23
1774,138680.11
1775,139917.44
1776,123384.07
1777,111387.67
1778,135577.3
1779,115533.21
1780,181078.31
1781,127853.34
1782,94258.5
1783,139539.12
1784,101329.44
1785,115316.02
1786,156859.31
1787,154947.42
1788,57543.223
1789,97304.33
1790,80861.74
1791,176191.16
1792,150331.78
1793,133725.6
1794,148491.25
1795,137575.95
1796,122724.77
1797,112069.62
1798,124549.4
1799,110429.6
1800,125476.83
1801,119895.32
1802,145466.47
1803,151080.44
1804,141052.22
1805,141333.11
1806,116541.89
1807,133335.02
1808,125960.73
1809,116318.375
1810,148779.28
1811,91653.31
1812,91505.28
1813,122132.46
1814,93695.66
1815,54262.574
1816,90120.12
1817,103009.71
1818,133084.5
1819,122791.62
1820,46644.33
1821,111818.945
1822,153937.03
1823,34910.023
1824,131364.02
1825,131264.83
1826,98923.33
1827,109298.766
1828,143234.97
1829,114579.57
1830,138877.45
1831,160047.4
1832,79502.7
1833,143131.45
1834,122163.914
1835,135055.17
1836,127504.61
1837,88115.45
1838,122856.74
1839,86364.58
1840,151711.11
1841,135222.84
1842,77309.03
1843,128170.88
